ID_Pedido,Data_Pedido,Nome_Produto,Categoria,Preco_Unitario,Quantidade,ID_Cliente,Cidade,Estado,Faturamento
1253,2025-10-03 18:00:00,Headset 7.1,Acessórios,800.0,1,117,Manaus,AM,800.0
1254,2025-10-03 17:00:00,Teclado Mecânico,Acessórios,535.88,3,134,Maceió,AL,1607.6399999999999
1255,2025-10-04 14:00:00,Notebook Ultrafino,Eletrônicos,5200.0,3,109,Salvador,BA,15600.0
1256,2025-10-04 03:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,135,Macapá,AP,2800.0
1257,2025-10-04 17:00:00,Placa de Vídeo,Hardware,4500.0,2,141,Salvador,BA,9000.0
1258,2025-10-04 17:00:00,HD Externo 2TB,Hardware,450.0,7,114,Teresina,PI,3150.0
1259,2025-10-04 16:00:00,Mesa Escritório,Móveis,700.0,3,112,Fortaleza,CE,2100.0
1260,2025-10-05 19:00:00,Teclado Mecânico,Acessórios,521.64,7,144,Fortaleza,CE,3651.48
1261,2025-10-05 04:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,146,Porto Alegre,RS,11200.0
1262,2025-10-05 22:00:00,Mesa Escritório,Móveis,700.0,4,118,Cuiabá,MT,2800.0
1263,2025-10-05 04:00:00,Teclado Mecânico,Acessórios,496.29,2,124,Salvador,BA,992.58
1264,2025-10-05 13:00:00,HD Externo 2TB,Hardware,450.0,4,141,Teresina,PI,1800.0
1265,2025-10-06 23:00:00,Impressora Multifuncional,Eletrônicos,900.0,2,112,João Pessoa,PB,1800.0
1266,2025-10-06 08:00:00,SSD 1TB,Hardware,600.0,4,147,João Pessoa,PB,2400.0
1267,2025-10-06 05:00:00,Placa de Vídeo,Hardware,4500.0,7,135,Cuiabá,MT,31500.0
1268,2025-10-06 07:00:00,Smartphone Premium,Eletrônicos,4200.0,1,130,Boa Vista,RR,4200.0
1269,2025-10-06 10:00:00,HD Externo 2TB,Hardware,450.0,6,143,Rio de Janeiro,RJ,2700.0
1270,2025-10-07 11:00:00,Webcam Full HD,Acessórios,300.0,4,134,São Luís,MA,1200.0
1271,2025-10-07 23:00:00,HD Externo 2TB,Hardware,450.0,7,123,Recife,PE,3150.0
1272,2025-10-07 15:00:00,Notebook Ultrafino,Eletrônicos,5200.0,2,113,Brasília,DF,10400.0
1273,2025-10-07 17:00:00,Placa de Vídeo,Hardware,4500.0,6,149,Fortaleza,CE,27000.0
1274,2025-10-07 08:00:00,Notebook Ultrafino,Eletrônicos,5200.0,2,102,Boa Vista,RR,10400.0
1275,2025-10-08 15:00:00,HD Externo 2TB,Hardware,450.0,5,102,Vitória,ES,2250.0
1276,2025-10-08 22:00:00,Placa de Vídeo,Hardware,4500.0,4,102,Aracaju,SE,18000.0
1277,2025-10-08 05:00:00,Impressora Multifuncional,Eletrônicos,900.0,4,123,Recife,PE,3600.0
1278,2025-10-08 12:00:00,Fonte 750W,Hardware,550.0,3,110,Brasília,DF,1650.0
1279,2025-10-08 21:00:00,SSD 1TB,Hardware,600.0,4,108,Teresina,PI,2400.0
1280,2025-10-09 16:00:00,Smartphone Premium,Eletrônicos,4200.0,6,112,Vitória,ES,25200.0
1281,2025-10-09 17:00:00,Caixa de Som Bluetooth,Acessórios,350.0,7,146,Curitiba,PR,2450.0
1282,2025-10-09 14:00:00,Caixa de Som Bluetooth,Acessórios,350.0,7,116,Rio Branco,AC,2450.0
1283,2025-10-09 10:00:00,Roteador Wi-Fi 6,Hardware,650.0,1,120,Cuiabá,MT,650.0
1284,2025-10-09 08:00:00,Caixa de Som Bluetooth,Acessórios,350.0,5,146,São Paulo,SP,1750.0
1285,2025-10-10 06:00:00,Caixa de Som Bluetooth,Acessórios,350.0,4,144,Florianópolis,SC,1400.0
1286,2025-10-10 04:00:00,Notebook Ultrafino,Eletrônicos,5200.0,7,126,Florianópolis,SC,36400.0
1287,2025-10-10 17:00:00,Webcam Full HD,Acessórios,300.0,1,138,Cuiabá,MT,300.0
1288,2025-10-10 22:00:00,Cadeira Gamer,Móveis,1200.0,7,124,Fortaleza,CE,8400.0
1289,2025-10-10 08:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,131,Goiânia,GO,16800.0
1290,2025-10-11 00:00:00,Notebook Ultrafino,Eletrônicos,5200.0,4,121,Cuiabá,MT,20800.0
1291,2025-10-11 03:00:00,Notebook Ultrafino,Eletrônicos,5200.0,5,139,Porto Alegre,RS,26000.0
1292,2025-10-11 23:00:00,Fonte 750W,Hardware,550.0,6,140,São Paulo,SP,3300.0
1293,2025-10-11 22:00:00,Smartphone Premium,Eletrônicos,4200.0,3,121,São Luís,MA,12600.0
1294,2025-10-11 04:00:00,Headset 7.1,Acessórios,800.0,5,139,Recife,PE,4000.0
1295,2025-10-12 02:00:00,Webcam Full HD,Acessórios,300.0,2,144,São Luís,MA,600.0
1296,2025-10-12 19:00:00,Placa de Vídeo,Hardware,4500.0,1,139,Aracaju,SE,4500.0
1297,2025-10-12 23:00:00,Laptop Gamer,Eletrônicos,7500.0,4,134,Vitória,ES,30000.0
1298,2025-10-12 01:00:00,HD Externo 2TB,Hardware,450.0,6,136,São Paulo,SP,2700.0
1299,2025-10-12 02:00:00,Laptop Gamer,Eletrônicos,7500.0,7,147,Teresina,PI,52500.0
1300,2025-10-13 01:00:00,Dock Station USB-C,Acessórios,500.0,2,106,São Paulo,SP,1000.0
1301,2025-10-13 00:00:00,Mouse Vertical,Acessórios,240.71,4,133,Aracaju,SE,962.84
1302,2025-10-13 07:00:00,Webcam Full HD,Acessórios,300.0,2,114,Florianópolis,SC,600.0
1303,2025-10-13 02:00:00,Cadeira Gamer,Móveis,1200.0,3,148,Rio de Janeiro,RJ,3600.0
1304,2025-10-13 06:00:00,Impressora Multifuncional,Eletrônicos,900.0,4,140,Belo Horizonte,MG,3600.0
1305,2025-10-14 16:00:00,Cadeira Gamer,Móveis,1200.0,4,139,Porto Alegre,RS,4800.0
1306,2025-10-14 16:00:00,Fonte 750W,Hardware,550.0,7,125,Natal,RN,3850.0
1307,2025-10-14 10:00:00,Mesa Escritório,Móveis,700.0,2,127,Florianópolis,SC,1400.0
1308,2025-10-14 10:00:00,Headset 7.1,Acessórios,800.0,1,134,Campo Grande,MS,800.0
1309,2025-10-14 19:00:00,Webcam Full HD,Acessórios,300.0,4,111,Maceió,AL,1200.0
1310,2025-10-15 04:00:00,Headset 7.1,Acessórios,800.0,5,110,Palmas,TO,4000.0
1311,2025-10-15 12:00:00,Dock Station USB-C,Acessórios,500.0,6,121,Aracaju,SE,3000.0
1312,2025-10-15 18:00:00,Cadeira Gamer,Móveis,1200.0,2,132,Rio de Janeiro,RJ,2400.0
1313,2025-10-15 07:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,147,Fortaleza,CE,16800.0
1314,2025-10-15 11:00:00,Placa de Vídeo,Hardware,4500.0,1,148,Natal,RN,4500.0
1315,2025-10-16 17:00:00,Notebook Ultrafino,Eletrônicos,5200.0,1,137,Brasília,DF,5200.0
1316,2025-10-16 01:00:00,Teclado Mecânico,Acessórios,533.74,2,109,Vitória,ES,1067.48
1317,2025-10-16 23:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,129,Belém,PA,5600.0
1318,2025-10-16 22:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,110,João Pessoa,PB,8400.0
1319,2025-10-16 04:00:00,Dock Station USB-C,Acessórios,500.0,2,104,Macapá,AP,1000.0
1320,2025-10-17 09:00:00,Caixa de Som Bluetooth,Acessórios,350.0,7,112,Macapá,AP,2450.0
1321,2025-10-17 08:00:00,Mesa Escritório,Móveis,700.0,4,123,Curitiba,PR,2800.0
1322,2025-10-17 04:00:00,Laptop Gamer,Eletrônicos,7500.0,6,107,Natal,RN,45000.0
1323,2025-10-17 09:00:00,Headset 7.1,Acessórios,800.0,5,138,Salvador,BA,4000.0
1324,2025-10-17 17:00:00,Dock Station USB-C,Acessórios,500.0,7,129,Belém,PA,3500.0
1325,2025-10-18 14:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,116,Cuiabá,MT,14000.0
1326,2025-10-18 11:00:00,Fonte 750W,Hardware,550.0,6,108,Teresina,PI,3300.0
1327,2025-10-18 00:00:00,Roteador Wi-Fi 6,Hardware,650.0,5,123,Goiânia,GO,3250.0
1328,2025-10-18 10:00:00,Fonte 750W,Hardware,550.0,7,123,Rio Branco,AC,3850.0
1329,2025-10-18 23:00:00,Laptop Gamer,Eletrônicos,7500.0,4,142,Curitiba,PR,30000.0
1330,2025-10-19 07:00:00,HD Externo 2TB,Hardware,450.0,7,113,Goiânia,GO,3150.0
1331,2025-10-19 16:00:00,HD Externo 2TB,Hardware,450.0,6,120,Salvador,BA,2700.0
1332,2025-10-19 07:00:00,Webcam Full HD,Acessórios,300.0,1,116,São Luís,MA,300.0
1333,2025-10-19 01:00:00,Roteador Wi-Fi 6,Hardware,650.0,4,123,Teresina,PI,2600.0
1334,2025-10-19 05:00:00,Dock Station USB-C,Acessórios,500.0,7,137,Florianópolis,SC,3500.0
1335,2025-10-20 02:00:00,Mouse Vertical,Acessórios,243.79,7,112,Fortaleza,CE,1706.53
1336,2025-10-20 14:00:00,Laptop Gamer,Eletrônicos,7500.0,7,124,Curitiba,PR,52500.0
1337,2025-10-20 00:00:00,Mesa Escritório,Móveis,700.0,1,139,Palmas,TO,700.0
1338,2025-10-20 01:00:00,Roteador Wi-Fi 6,Hardware,650.0,7,132,Porto Alegre,RS,4550.0
1339,2025-10-20 04:00:00,HD Externo 2TB,Hardware,450.0,3,122,João Pessoa,PB,1350.0
1340,2025-10-21 03:00:00,Roteador Wi-Fi 6,Hardware,650.0,3,127,Brasília,DF,1950.0
1341,2025-10-21 19:00:00,Placa de Vídeo,Hardware,4500.0,6,133,Teresina,PI,27000.0
1342,2025-10-21 12:00:00,Mesa Escritório,Móveis,700.0,5,146,Florianópolis,SC,3500.0
1343,2025-10-21 12:00:00,Fonte 750W,Hardware,550.0,6,113,Rio Branco,AC,3300.0
1344,2025-10-21 16:00:00,Mouse Vertical,Acessórios,230.86,1,107,Brasília,DF,230.86
1345,2025-10-22 00:00:00,Caixa de Som Bluetooth,Acessórios,350.0,5,124,Campo Grande,MS,1750.0
1346,2025-10-22 15:00:00,Cadeira Gamer,Móveis,1200.0,3,142,Natal,RN,3600.0
1347,2025-10-22 16:00:00,SSD 1TB,Hardware,600.0,5,117,João Pessoa,PB,3000.0
1348,2025-10-22 19:00:00,Roteador Wi-Fi 6,Hardware,650.0,3,145,Boa Vista,RR,1950.0
1349,2025-10-22 12:00:00,Roteador Wi-Fi 6,Hardware,650.0,4,146,Cuiabá,MT,2600.0
1350,2025-10-23 07:00:00,Teclado Mecânico,Acessórios,509.74,5,120,São Luís,MA,2548.7
1351,2025-10-23 04:00:00,Notebook Ultrafino,Eletrônicos,5200.0,4,121,Boa Vista,RR,20800.0
1352,2025-10-23 01:00:00,Smartphone Premium,Eletrônicos,4200.0,6,142,Aracaju,SE,25200.0
1353,2025-10-23 04:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,111,Florianópolis,SC,2800.0
1354,2025-10-23 22:00:00,Roteador Wi-Fi 6,Hardware,650.0,6,121,Fortaleza,CE,3900.0
1355,2025-10-24 15:00:00,HD Externo 2TB,Hardware,450.0,3,141,Recife,PE,1350.0
1356,2025-10-24 13:00:00,Impressora Multifuncional,Eletrônicos,900.0,1,139,Curitiba,PR,900.0
1357,2025-10-24 23:00:00,Webcam Full HD,Acessórios,300.0,5,141,Cuiabá,MT,1500.0
1358,2025-10-24 14:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,135,Salvador,BA,2800.0
1359,2025-10-24 01:00:00,Webcam Full HD,Acessórios,300.0,2,148,Brasília,DF,600.0
1360,2025-10-25 15:00:00,Caixa de Som Bluetooth,Acessórios,350.0,3,110,Aracaju,SE,1050.0
1361,2025-10-25 12:00:00,Caixa de Som Bluetooth,Acessórios,350.0,2,132,Teresina,PI,700.0
1362,2025-10-25 18:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,119,São Paulo,SP,2800.0
1363,2025-10-25 20:00:00,Impressora Multifuncional,Eletrônicos,900.0,6,118,Rio Branco,AC,5400.0
1364,2025-10-25 02:00:00,Notebook Ultrafino,Eletrônicos,5200.0,6,145,Rio de Janeiro,RJ,31200.0
1365,2025-10-26 04:00:00,Webcam Full HD,Acessórios,300.0,3,128,Natal,RN,900.0
1366,2025-10-26 13:00:00,Roteador Wi-Fi 6,Hardware,650.0,1,149,Rio Branco,AC,650.0
1367,2025-10-26 08:00:00,Teclado Mecânico,Acessórios,501.12,7,112,Maceió,AL,3507.84
1368,2025-10-26 02:00:00,Mouse Vertical,Acessórios,233.29,1,112,Campo Grande,MS,233.29
1369,2025-10-26 20:00:00,Mesa Escritório,Móveis,700.0,5,107,Palmas,TO,3500.0
1370,2025-10-27 17:00:00,Cadeira Gamer,Móveis,1200.0,2,137,Belo Horizonte,MG,2400.0
1371,2025-10-27 15:00:00,Mouse Vertical,Acessórios,243.94,7,138,Porto Velho,RO,1707.58
1372,2025-10-27 16:00:00,Webcam Full HD,Acessórios,300.0,6,110,Palmas,TO,1800.0
1373,2025-10-27 02:00:00,Roteador Wi-Fi 6,Hardware,650.0,7,111,Belo Horizonte,MG,4550.0
1374,2025-10-27 09:00:00,Mouse Vertical,Acessórios,242.54,6,139,Manaus,AM,1455.24
1375,2025-10-28 03:00:00,Dock Station USB-C,Acessórios,500.0,7,142,Maceió,AL,3500.0
1376,2025-10-28 01:00:00,Placa de Vídeo,Hardware,4500.0,4,143,Rio de Janeiro,RJ,18000.0
1377,2025-10-28 16:00:00,Webcam Full HD,Acessórios,300.0,1,139,São Luís,MA,300.0
1378,2025-10-28 23:00:00,Smartphone Premium,Eletrônicos,4200.0,1,129,Brasília,DF,4200.0
1379,2025-10-28 00:00:00,Impressora Multifuncional,Eletrônicos,900.0,7,114,Teresina,PI,6300.0
1380,2025-10-29 19:00:00,Teclado Mecânico,Acessórios,527.14,3,141,Campo Grande,MS,1581.42
1381,2025-10-29 13:00:00,Mouse Vertical,Acessórios,230.93,6,103,Teresina,PI,1385.58
1382,2025-10-29 23:00:00,Dock Station USB-C,Acessórios,500.0,3,128,Rio de Janeiro,RJ,1500.0
1383,2025-10-29 05:00:00,Headset 7.1,Acessórios,800.0,3,121,Vitória,ES,2400.0
1384,2025-10-29 23:00:00,Fonte 750W,Hardware,550.0,3,108,Recife,PE,1650.0
1385,2025-10-30 12:00:00,Cadeira Gamer,Móveis,1200.0,6,134,Natal,RN,7200.0
1386,2025-10-30 12:00:00,Webcam Full HD,Acessórios,300.0,5,132,Vitória,ES,1500.0
1387,2025-10-30 09:00:00,Laptop Gamer,Eletrônicos,7500.0,1,124,Campo Grande,MS,7500.0
1388,2025-10-30 13:00:00,Teclado Mecânico,Acessórios,531.56,3,104,Goiânia,GO,1594.6799999999998
1389,2025-10-30 20:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,128,Palmas,TO,14000.0
1390,2025-10-31 11:00:00,Mesa Escritório,Móveis,700.0,6,119,Recife,PE,4200.0
1391,2025-10-31 13:00:00,Mesa Escritório,Móveis,700.0,2,139,Teresina,PI,1400.0
1392,2025-10-31 13:00:00,Webcam Full HD,Acessórios,300.0,1,107,Teresina,PI,300.0
1393,2025-10-31 10:00:00,Smartphone Premium,Eletrônicos,4200.0,2,135,Belo Horizonte,MG,8400.0
1394,2025-10-31 23:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,143,Campo Grande,MS,16800.0
1395,2025-11-01 23:00:00,Impressora Multifuncional,Eletrônicos,900.0,7,148,Porto Alegre,RS,6300.0
1396,2025-11-01 23:00:00,Cadeira Gamer,Móveis,1200.0,2,119,Porto Velho,RO,2400.0
1397,2025-11-01 05:00:00,Cadeira Gamer,Móveis,1200.0,2,132,Rio Branco,AC,2400.0
1398,2025-11-01 11:00:00,Headset 7.1,Acessórios,800.0,6,112,Fortaleza,CE,4800.0
1399,2025-11-01 03:00:00,SSD 1TB,Hardware,600.0,1,141,São Luís,MA,600.0
1400,2025-11-02 21:00:00,Cadeira Gamer,Móveis,1200.0,3,104,Goiânia,GO,3600.0
1401,2025-11-02 01:00:00,HD Externo 2TB,Hardware,450.0,1,112,Rio de Janeiro,RJ,450.0
1402,2025-11-02 03:00:00,Mouse Vertical,Acessórios,226.52,6,106,Vitória,ES,1359.1200000000001
1403,2025-11-02 18:00:00,Headset 7.1,Acessórios,800.0,7,104,Natal,RN,5600.0
1404,2025-11-02 13:00:00,Notebook Ultrafino,Eletrônicos,5200.0,1,108,Fortaleza,CE,5200.0
1405,2025-11-03 19:00:00,Impressora Multifuncional,Eletrônicos,900.0,2,144,Palmas,TO,1800.0
1406,2025-11-03 06:00:00,Laptop Gamer,Eletrônicos,7500.0,1,116,Boa Vista,RR,7500.0
1407,2025-11-03 14:00:00,Roteador Wi-Fi 6,Hardware,650.0,7,111,Cuiabá,MT,4550.0
1408,2025-11-03 22:00:00,Fonte 750W,Hardware,550.0,1,148,Salvador,BA,550.0
1409,2025-11-03 18:00:00,Caixa de Som Bluetooth,Acessórios,350.0,2,119,Salvador,BA,700.0
1410,2025-11-04 17:00:00,Dock Station USB-C,Acessórios,500.0,3,130,Brasília,DF,1500.0
1411,2025-11-04 18:00:00,Headset 7.1,Acessórios,800.0,2,123,Teresina,PI,1600.0
1412,2025-11-04 09:00:00,Caixa de Som Bluetooth,Acessórios,350.0,5,134,Rio Branco,AC,1750.0
1413,2025-11-04 02:00:00,Placa de Vídeo,Hardware,4500.0,4,104,São Paulo,SP,18000.0
1414,2025-11-04 06:00:00,Mesa Escritório,Móveis,700.0,6,147,Porto Velho,RO,4200.0
1415,2025-11-05 01:00:00,Mouse Vertical,Acessórios,227.8,3,147,Manaus,AM,683.4000000000001
1416,2025-11-05 07:00:00,Dock Station USB-C,Acessórios,500.0,7,133,Rio de Janeiro,RJ,3500.0
1417,2025-11-05 05:00:00,Impressora Multifuncional,Eletrônicos,900.0,2,130,Belo Horizonte,MG,1800.0
1418,2025-11-05 20:00:00,Notebook Ultrafino,Eletrônicos,5200.0,6,108,Campo Grande,MS,31200.0
1419,2025-11-05 23:00:00,Notebook Ultrafino,Eletrônicos,5200.0,2,119,Aracaju,SE,10400.0
1420,2025-11-06 07:00:00,Caixa de Som Bluetooth,Acessórios,350.0,2,144,Boa Vista,RR,700.0
1421,2025-11-06 02:00:00,Headset 7.1,Acessórios,800.0,5,129,Aracaju,SE,4000.0
1422,2025-11-06 20:00:00,Caixa de Som Bluetooth,Acessórios,350.0,2,135,Aracaju,SE,700.0
1423,2025-11-06 05:00:00,SSD 1TB,Hardware,600.0,6,147,Palmas,TO,3600.0
1424,2025-11-06 19:00:00,Notebook Ultrafino,Eletrônicos,5200.0,1,146,Porto Alegre,RS,5200.0
1425,2025-11-07 21:00:00,Mesa Escritório,Móveis,700.0,7,120,São Luís,MA,4900.0
1426,2025-11-07 00:00:00,Teclado Mecânico,Acessórios,509.65,5,114,Manaus,AM,2548.25
1427,2025-11-07 03:00:00,Impressora Multifuncional,Eletrônicos,900.0,3,117,São Luís,MA,2700.0
1428,2025-11-07 22:00:00,Roteador Wi-Fi 6,Hardware,650.0,4,122,Goiânia,GO,2600.0
1429,2025-11-07 14:00:00,Mouse Vertical,Acessórios,249.5,3,101,São Paulo,SP,748.5
1430,2025-11-08 13:00:00,Fonte 750W,Hardware,550.0,7,112,Campo Grande,MS,3850.0
1431,2025-11-08 10:00:00,Fonte 750W,Hardware,550.0,3,135,Fortaleza,CE,1650.0
1432,2025-11-08 03:00:00,Placa de Vídeo,Hardware,4500.0,4,125,Belo Horizonte,MG,18000.0
1433,2025-11-08 01:00:00,Notebook Ultrafino,Eletrônicos,5200.0,6,107,Recife,PE,31200.0
1434,2025-11-08 06:00:00,Dock Station USB-C,Acessórios,500.0,5,101,Curitiba,PR,2500.0
1435,2025-11-09 00:00:00,Dock Station USB-C,Acessórios,500.0,1,127,João Pessoa,PB,500.0
1436,2025-11-09 21:00:00,Webcam Full HD,Acessórios,300.0,6,117,Teresina,PI,1800.0
1437,2025-11-09 01:00:00,Webcam Full HD,Acessórios,300.0,2,141,Belém,PA,600.0
1438,2025-11-09 21:00:00,Fonte 750W,Hardware,550.0,7,105,Natal,RN,3850.0
1439,2025-11-09 15:00:00,Mesa Escritório,Móveis,700.0,7,116,Vitória,ES,4900.0
1440,2025-11-10 03:00:00,Caixa de Som Bluetooth,Acessórios,350.0,7,147,Boa Vista,RR,2450.0
1441,2025-11-10 09:00:00,Mesa Escritório,Móveis,700.0,1,133,São Luís,MA,700.0
1442,2025-11-10 23:00:00,HD Externo 2TB,Hardware,450.0,4,113,Campo Grande,MS,1800.0
1443,2025-11-10 01:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,144,Natal,RN,5600.0
1444,2025-11-10 15:00:00,Cadeira Gamer,Móveis,1200.0,6,135,Macapá,AP,7200.0
1445,2025-11-11 18:00:00,SSD 1TB,Hardware,600.0,3,142,Recife,PE,1800.0
1446,2025-11-11 20:00:00,Teclado Mecânico,Acessórios,517.61,5,118,Macapá,AP,2588.05
1447,2025-11-11 05:00:00,Laptop Gamer,Eletrônicos,7500.0,3,144,João Pessoa,PB,22500.0
1448,2025-11-11 05:00:00,Headset 7.1,Acessórios,800.0,4,100,Goiânia,GO,3200.0
1449,2025-11-11 17:00:00,Notebook Ultrafino,Eletrônicos,5200.0,7,139,Recife,PE,36400.0
1450,2025-11-12 17:00:00,Notebook Ultrafino,Eletrônicos,5200.0,6,138,São Luís,MA,31200.0
1451,2025-11-12 07:00:00,Smartphone Premium,Eletrônicos,4200.0,7,106,Campo Grande,MS,29400.0
1452,2025-11-12 12:00:00,Fonte 750W,Hardware,550.0,5,130,Manaus,AM,2750.0
1453,2025-11-12 23:00:00,Mesa Escritório,Móveis,700.0,6,116,Florianópolis,SC,4200.0
1454,2025-11-12 17:00:00,Smartphone Premium,Eletrônicos,4200.0,4,111,São Paulo,SP,16800.0
1455,2025-11-13 12:00:00,Headset 7.1,Acessórios,800.0,6,149,Goiânia,GO,4800.0
1456,2025-11-13 10:00:00,Fonte 750W,Hardware,550.0,6,120,Goiânia,GO,3300.0
1457,2025-11-13 17:00:00,Roteador Wi-Fi 6,Hardware,650.0,1,100,Macapá,AP,650.0
1458,2025-11-13 06:00:00,Laptop Gamer,Eletrônicos,7500.0,7,108,Porto Velho,RO,52500.0
1459,2025-11-13 16:00:00,Roteador Wi-Fi 6,Hardware,650.0,5,110,Macapá,AP,3250.0
1460,2025-11-14 22:00:00,Cadeira Gamer,Móveis,1200.0,6,141,Macapá,AP,7200.0
1461,2025-11-14 03:00:00,Caixa de Som Bluetooth,Acessórios,350.0,3,121,Goiânia,GO,1050.0
1462,2025-11-14 02:00:00,Impressora Multifuncional,Eletrônicos,900.0,2,127,Recife,PE,1800.0
1463,2025-11-14 00:00:00,Placa de Vídeo,Hardware,4500.0,4,111,Belo Horizonte,MG,18000.0
1464,2025-11-14 21:00:00,Dock Station USB-C,Acessórios,500.0,3,142,Salvador,BA,1500.0
1465,2025-11-15 08:00:00,Mouse Vertical,Acessórios,236.6,5,113,Rio de Janeiro,RJ,1183.0
1466,2025-11-15 07:00:00,Notebook Ultrafino,Eletrônicos,5200.0,1,139,São Luís,MA,5200.0
1467,2025-11-15 20:00:00,Notebook Ultrafino,Eletrônicos,5200.0,4,136,Natal,RN,20800.0
1468,2025-11-15 13:00:00,Smartphone Premium,Eletrônicos,4200.0,7,147,Porto Velho,RO,29400.0
1469,2025-11-15 23:00:00,Caixa de Som Bluetooth,Acessórios,350.0,7,147,Fortaleza,CE,2450.0
1470,2025-11-16 02:00:00,Headset 7.1,Acessórios,800.0,5,117,Porto Alegre,RS,4000.0
1471,2025-11-16 02:00:00,Cadeira Gamer,Móveis,1200.0,5,100,Fortaleza,CE,6000.0
1472,2025-11-16 03:00:00,Teclado Mecânico,Acessórios,540.11,4,134,São Paulo,SP,2160.44
1473,2025-11-16 23:00:00,Cadeira Gamer,Móveis,1200.0,6,130,Curitiba,PR,7200.0
1474,2025-11-16 07:00:00,Caixa de Som Bluetooth,Acessórios,350.0,3,105,Porto Alegre,RS,1050.0
1475,2025-11-17 23:00:00,Headset 7.1,Acessórios,800.0,3,107,Boa Vista,RR,2400.0
1476,2025-11-17 23:00:00,Dock Station USB-C,Acessórios,500.0,2,137,Rio Branco,AC,1000.0
1477,2025-11-17 17:00:00,Cadeira Gamer,Móveis,1200.0,4,122,Natal,RN,4800.0
1478,2025-11-17 14:00:00,Notebook Ultrafino,Eletrônicos,5200.0,6,109,Porto Alegre,RS,31200.0
1479,2025-11-17 09:00:00,Mouse Vertical,Acessórios,238.44,2,117,Fortaleza,CE,476.88
1480,2025-11-18 10:00:00,Notebook Ultrafino,Eletrônicos,5200.0,4,117,São Paulo,SP,20800.0
1481,2025-11-18 18:00:00,Caixa de Som Bluetooth,Acessórios,350.0,3,127,Campo Grande,MS,1050.0
1482,2025-11-18 15:00:00,Placa de Vídeo,Hardware,4500.0,1,124,Aracaju,SE,4500.0
1483,2025-11-18 09:00:00,Impressora Multifuncional,Eletrônicos,900.0,5,106,Palmas,TO,4500.0
1484,2025-11-18 04:00:00,Smartphone Premium,Eletrônicos,4200.0,7,120,Teresina,PI,29400.0
1485,2025-11-19 12:00:00,Impressora Multifuncional,Eletrônicos,900.0,6,133,Cuiabá,MT,5400.0
1486,2025-11-19 12:00:00,Roteador Wi-Fi 6,Hardware,650.0,2,137,Fortaleza,CE,1300.0
1487,2025-11-19 16:00:00,Notebook Ultrafino,Eletrônicos,5200.0,3,108,São Paulo,SP,15600.0
1488,2025-11-19 17:00:00,Headset 7.1,Acessórios,800.0,5,138,Salvador,BA,4000.0
1489,2025-11-19 14:00:00,Dock Station USB-C,Acessórios,500.0,5,106,Teresina,PI,2500.0
1490,2025-11-20 04:00:00,Teclado Mecânico,Acessórios,544.99,3,130,Rio Branco,AC,1634.97
1491,2025-11-20 22:00:00,Placa de Vídeo,Hardware,4500.0,5,117,João Pessoa,PB,22500.0
1492,2025-11-20 13:00:00,Mesa Escritório,Móveis,700.0,4,121,Recife,PE,2800.0
1493,2025-11-20 07:00:00,Cadeira Gamer,Móveis,1200.0,2,127,Vitória,ES,2400.0
1494,2025-11-20 23:00:00,Impressora Multifuncional,Eletrônicos,900.0,6,113,Natal,RN,5400.0
1495,2025-11-21 11:00:00,Mesa Escritório,Móveis,700.0,5,143,Palmas,TO,3500.0
1496,2025-11-21 00:00:00,Caixa de Som Bluetooth,Acessórios,350.0,7,113,Manaus,AM,2450.0
1497,2025-11-21 04:00:00,HD Externo 2TB,Hardware,450.0,1,131,Recife,PE,450.0
1498,2025-11-21 09:00:00,Mesa Escritório,Móveis,700.0,7,144,Curitiba,PR,4900.0
1499,2025-11-21 23:00:00,Mesa Escritório,Móveis,700.0,5,108,Natal,RN,3500.0
1500,2025-11-22 18:00:00,Headset 7.1,Acessórios,800.0,6,131,Macapá,AP,4800.0
1501,2025-11-22 10:00:00,Impressora Multifuncional,Eletrônicos,900.0,6,111,Brasília,DF,5400.0
1502,2025-11-22 03:00:00,Cadeira Gamer,Móveis,1200.0,5,127,Brasília,DF,6000.0
1503,2025-11-22 00:00:00,Notebook Ultrafino,Eletrônicos,5200.0,7,148,Macapá,AP,36400.0
1504,2025-11-22 18:00:00,Smartphone Premium,Eletrônicos,4200.0,7,127,Vitória,ES,29400.0
1505,2025-11-23 20:00:00,Webcam Full HD,Acessórios,300.0,2,140,Maceió,AL,600.0
1506,2025-11-23 07:00:00,Headset 7.1,Acessórios,800.0,7,121,Rio Branco,AC,5600.0
